candidate_row_id,acquisition_batch_rank,batch_role,country,wave,idno,concept,required_for,candidate_files,candidate_raw_variable,candidate_harmonized_variables,template_raw_label,metadata_confidence,ddi_match_status,ddi_match_count,ddi_file_ids,ddi_file_names,ddi_file_descriptions,ddi_variable_names,ddi_variable_labels,ddi_interval,ddi_format_types,ddi_valid_counts,ddi_invalid_counts,ddi_min_values,ddi_max_values,ddi_range_units,ddi_category_count,ddi_category_preview,official_metadata_evidence_status,raw_value_verification_status,promotion_guardrail
455,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,demographics,covariates_and_subgroups,sect1_harvestw3,s1q6_year,age,DATE OF BIRTH - YEAR,high,ddi_variable_and_file_match,1,F40,sect1_harvestw3,"Individual level data on relationship to the household, gender, year of birth, age, marital status, polygamous marriages, spouse identification, parental status, place of birth, date joined household if new, migration - collected through...",s1q6_year,DATE OF BIRTH - YEAR,contin,numeric,4850,27977,1917,2016,,2,9998=9998. DK; 9999=9999. NR,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
456,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need,double_failure_sample,sect4a_harvestw3,s4aq3,illness_or_injury_need,DURING THE PAST 4 WEEKS HAS [NAME] SUFFERED FROM AN ILLNESS/INJURY?,high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq3,DURING THE PAST 4 WEEKS HAS [NAME] SUFFERED FROM AN ILLNESS/INJURY?,discrete,numeric,26176,,,,,2,1=1. YES; 2=2. NO,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
457,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need,double_failure_sample,sect4a_harvestw3,s4aq3b,illness_or_injury_need,WHAT TYPE OF ILLNESS/INJURY DID [NAME] SUFFER FROM?,high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq3b,WHAT TYPE OF ILLNESS/INJURY DID [NAME] SUFFER FROM?,discrete,numeric,3757,22419,,,,13,1=1. MALARIA; 2=2. TB; 3=3. YELLOW FEVER; 4=4. TYPHOID; 5=5. CHOLERA; ... +8 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
458,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need,double_failure_sample,sect4a_harvestw3,s4aq3b_os,illness_or_injury_need,WHAT TYPE OF ILLNESS/INJURY DID [NAME] SUFFER FROM?(OTHER SPECIFY),high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq3b_os,WHAT TYPE OF ILLNESS/INJURY DID [NAME] SUFFER FROM?(OTHER SPECIFY),discrete,character,401,,,,,234,1=; 2TYPHOID2=; ACCERGY=; APARTATIES=; APARTIETIES=; ... +229 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
459,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need,double_failure_sample,sect4a_harvestw3,s4aq6a,illness_or_injury_need,WHOM DID [NAME] CONSULT FOR THIS ILLNESS/INJURY?(1ST),high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq6a,WHOM DID [NAME] CONSULT FOR THIS ILLNESS/INJURY?(1ST),discrete,numeric,3754,22422,,,,14,1=1. TRADITIONAL HEALER; 2=2. DOCTOR; 3=3. DENTIST; 4=4. NURSE; 5=5. MEDICAL ASST; ... +9 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
460,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need,double_failure_sample,sect4a_harvestw3,s4aq6a_os,illness_or_injury_need,WHOM DID [NAME] CONSULT FOR THIS ILLNESS/INJURY?(1ST)(OTHER SPECIFY),high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq6a_os,WHOM DID [NAME] CONSULT FOR THIS ILLNESS/INJURY?(1ST)(OTHER SPECIFY),discrete,character,13,,,,,11,AXILLARY DOC.=; COLLECTED HERBS IN THE BUSH=; COMMUNITY H.O=; COMMUNITY H.O.=; DISPENSARY=; ... +6 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
461,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need,double_failure_sample,sect4a_harvestw3,s4aq6b,illness_or_injury_need,WHOM DID [NAME] CONSULT FOR THIS ILLNESS/INJURY?(2ND),high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq6b,WHOM DID [NAME] CONSULT FOR THIS ILLNESS/INJURY?(2ND),discrete,numeric,276,25900,,,,13,1=1. TRADITIONAL HEALER; 2=2. DOCTOR; 3=3. DENTIST; 4=4. NURSE; 5=5. MEDICAL ASST; ... +8 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
462,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need,double_failure_sample,sect4a_harvestw3,s4aq6b_os,illness_or_injury_need,WHOM DID [NAME] CONSULT FOR THIS ILLNESS/INJURY?(2ND)(OTHER SPECIFY),high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq6b_os,WHOM DID [NAME] CONSULT FOR THIS ILLNESS/INJURY?(2ND)(OTHER SPECIFY),discrete,character,1,,,,,1,CHURCH=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
463,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_id,harmonization,HHTrack;NGA_HouseholdGeovars_Y3;NGA_PlotGeovariables_Y3;PTrack;cons_agg_wave3_visit1;cons_agg_wave3_visit2;sect10a_harvestw3;sect10b_harvestw3;sect10c_harvestw3;sect10ca_harvestw3;sect10cb_harvestw3;sect11_plantingw3;sect11a1_plantingw3;...,hhid,hhid,HOUSEHOLD IDENTIFICATION,high,ddi_variable_and_file_match,20,F17;F19;F20;F21;F22;F50;F108;F52;F53;F54;F55;F56,sect11_plantingw3;sect11a_plantingw3;sect11a1_plantingw3;sect11b1_plantingw3;sect11c1_plantingw3;sect10a_harvestw3;sect10b_harvestw3;sect10c_harvestw3;sect10ca_harvestw3;sect10cb_harvestw3;sect11a_harvestw3;sect11b_harvestw3,"Household level data on homeownership and characteristics of home - collected through Post Planting Household Questionnaire, Section 11 (Housing);Plot level data on all plots owned and/or managed by the Household - collected through Post...",hhid,HOUSEHOLD IDENTIFICATION,discrete;contin,numeric,4611;5824;41238;531280;50402;4582;6968;18328;137460;187862;77894;4613,,10001,370040,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
464,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,insurance,covariates_and_subgroups,sect3_harvestw3;sect3_plantingw3,s3q15f,health_insurance,DOES [NAME]'S EMPLOYER PROVIDE HEALTH INSURANCE COVERAGE?;DOES YOUR EMPLOYER PROVIDE HEALTH INSURANCE COVERAGE (EITHER PARTIAL OR FULL)?,high,ddi_variable_and_file_match,2,F3;F42,sect3_plantingw3;sect3_harvestw3,"Individual level data on labor market participation during the last seven days, wage work, and domestic activities within the home (all individuals 5 years and above) - collected through Post Planting Household Questionnaire, Section 3 (...",s3q15f,DOES YOUR EMPLOYER PROVIDE HEALTH INSURANCE COVERAGE (EITHER PARTIAL OR FULL)?;DOES [NAME]'S EMPLOYER PROVIDE HEALTH INSURANCE COVERAGE?,discrete,numeric,1211;1298,25524;24878,,,,6,1=1. YES; 2=2. NO; Sysmiss=; 1=1. YES; 2=2. NO; ... +1 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
465,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,insurance,covariates_and_subgroups,sect3_harvestw3;sect3_plantingw3,s3q28f,health_insurance,DOES [NAME]'S EMPLOYER PROVIDE HEALTH INSURANCE COVERAGE?;DOES YOUR EMPLOYER PROVIDE HEALTH INSURANCE COVERAGE (EITHER PARTIAL OR FULL)?,high,ddi_variable_and_file_match,2,F3;F42,sect3_plantingw3;sect3_harvestw3,"Individual level data on labor market participation during the last seven days, wage work, and domestic activities within the home (all individuals 5 years and above) - collected through Post Planting Household Questionnaire, Section 3 (...",s3q28f,DOES YOUR EMPLOYER PROVIDE HEALTH INSURANCE COVERAGE (EITHER PARTIAL OR FULL)?;DOES [NAME]'S EMPLOYER PROVIDE HEALTH INSURANCE COVERAGE?,discrete,numeric,40;18,26695;26158,,,,6,1=1. YES; 2=2. NO; Sysmiss=; 1=1. YES; 2=2. NO; ... +1 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
466,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,insurance,covariates_and_subgroups,sect3_harvestw3;sect3_plantingw3,s3q38,health_insurance,DOES [NAME] CONTRIBUTE TO THE NATIONAL HEALTH INSURANCE SCHEME (NHIS)?;DO YOU CONTRIBUTE TO THE NATIONAL HEALTH INSURANCE SCHEME?,high,ddi_variable_and_file_match,2,F3;F42,sect3_plantingw3;sect3_harvestw3,"Individual level data on labor market participation during the last seven days, wage work, and domestic activities within the home (all individuals 5 years and above) - collected through Post Planting Household Questionnaire, Section 3 (...",s3q38,DO YOU CONTRIBUTE TO THE NATIONAL HEALTH INSURANCE SCHEME?;DOES [NAME] CONTRIBUTE TO THE NATIONAL HEALTH INSURANCE SCHEME (NHIS)?,discrete,numeric,23673;23182,3062;2994,,,,6,1=1. YES; 2=2. NO; Sysmiss=; 1=1. YES; 2=2. NO; ... +1 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
467,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,oop_health_expenditure,main_financial_sample,sect4a_harvestw3,s4aq20,oop_health_expenditure,WHO PAID FOR MOST OF [NAME]'S HEALTH EXPENSES?,high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq20,WHO PAID FOR MOST OF [NAME]'S HEALTH EXPENSES?,discrete,numeric,9541,16635,,,,12,1=1. SELF; 2=2. SPOUSE; 3=3. PARENT; 4=4. OTHER RELATIVE; 5=5. EMPLOYER; ... +7 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
468,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,oop_health_expenditure,main_financial_sample,sect4a_harvestw3,s4aq20b,oop_health_expenditure,WHO PAID FOR MOST OF [NAME]'S HEALTH EXPENSES? (OTHER SPECIFY),high,ddi_variable_and_file_match,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",s4aq20b,WHO PAID FOR MOST OF [NAME]'S HEALTH EXPENSES? (OTHER SPECIFY),discrete,character,77,,,,,10,BROTHER=; CHILD=; CHILDREN=; COMMUNITY=; DAUGHTER=; ... +5 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
469,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,psu_cluster,survey_design_robustness,HHTrack;NGA_HouseholdGeovars_Y3;NGA_PlotGeovariables_Y3;cons_agg_wave3_visit1;cons_agg_wave3_visit2;sect10a_harvestw3;sect10b_harvestw3;sect10c_harvestw3;sect10ca_harvestw3;sect10cb_harvestw3;sect11_plantingw3;sect11a1_plantingw3;sect11a...,ea,psu_or_cluster_id,EA CODE;Enumeration area;Enumeration Area (EA),high,ddi_variable_and_file_match,20,F17;F19;F20;F21;F22;F50;F108;F52;F53;F54;F55;F56,sect11_plantingw3;sect11a_plantingw3;sect11a1_plantingw3;sect11b1_plantingw3;sect11c1_plantingw3;sect10a_harvestw3;sect10b_harvestw3;sect10c_harvestw3;sect10ca_harvestw3;sect10cb_harvestw3;sect11a_harvestw3;sect11b_harvestw3,"Household level data on homeownership and characteristics of home - collected through Post Planting Household Questionnaire, Section 11 (Housing);Plot level data on all plots owned and/or managed by the Household - collected through Post...",ea,EA CODE;Enumeration area,discrete;contin,numeric,4611;4591;5824;41238;531280;50402;4582;6968;18328;137460;187862;77894,20;1,4,7586,,6919,=0. Moved; 4=; 6=; 8=; 10=; ... +6914 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
470,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,psu_cluster,survey_design_robustness,NGA_HouseholdGeovars_Y3,LAT_DD_MOD,latitude_or_longitude;psu_or_cluster_id,EA Latitude (offset),high,ddi_variable_and_file_match,1,F97,NGA_HouseholdGeovars_Y3,Household level geospatial data,LAT_DD_MOD,EA Latitude (offset),contin,numeric,4613,,4.316,13.714,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
471,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,psu_cluster,survey_design_robustness,NGA_HouseholdGeovars_Y3,LON_DD_MOD,latitude_or_longitude;psu_or_cluster_id,EA Longitude (offset),high,ddi_variable_and_file_match,1,F97,NGA_HouseholdGeovars_Y3,Household level geospatial data,LON_DD_MOD,EA Longitude (offset),contin,numeric,4613,,2.879,13.631,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
472,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,psu_cluster,survey_design_robustness,sectc6_harvestw3,event_seq,psu_or_cluster_id,Event Sequence in EA by Event Type,high,ddi_variable_and_file_match,1,F90,sectc6_harvestw3,"Data on community key events - collected through Post Harvest Community Questionnaire, Section C6 (Community Key Events)",event_seq,Event Sequence in EA by Event Type,discrete,numeric,2025,13,,,,9,1=; 2=; 3=; 4=; 5=; ... +4 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
473,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,NGA_HouseholdGeovars_Y3,anntot_avg,shock_module_variable,Avg 12-month total rainfall(mm) for Jan-Dec,high,ddi_variable_and_file_match,1,F97,NGA_HouseholdGeovars_Y3,Household level geospatial data,anntot_avg,Avg 12-month total rainfall(mm) for Jan-Dec,contin,numeric,4613,,434,2574,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
474,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,NGA_HouseholdGeovars_Y3,h2015_tot,shock_module_variable,"12-month total rainfall (mm) in Jan-Dec, starting January 2015",high,ddi_variable_and_file_match,1,F97,NGA_HouseholdGeovars_Y3,Household level geospatial data,h2015_tot,"12-month total rainfall (mm) in Jan-Dec, starting January 2015",contin,numeric,4613,,421,3075,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
475,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,NGA_HouseholdGeovars_Y3,h2015_wetQ,shock_module_variable,Total rainfall in wettest quarter (mm) within 12-month period starting January 2,high,ddi_variable_and_file_match,1,F97,NGA_HouseholdGeovars_Y3,Household level geospatial data,h2015_wetQ,Total rainfall in wettest quarter (mm) within 12-month period starting January 2,contin,numeric,4613,,355,1256,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
476,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,NGA_HouseholdGeovars_Y3,wetQ_avg,shock_module_variable,Avg total rainfall in wettest quarter(mm) within 12-month periods from Jan-Dec,high,ddi_variable_and_file_match,1,F97,NGA_HouseholdGeovars_Y3,Household level geospatial data,wetQ_avg,Avg total rainfall in wettest quarter(mm) within 12-month periods from Jan-Dec,contin,numeric,4613,,366,1152,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
477,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect11e_plantingw3,s11eq25,coping_borrowed,SOURCE OF CREDIT FOR [SEED] PURCHASED FROM [1ST SOURCE] (NETWORK CODE),high,ddi_variable_and_file_match,1,F23,sect11e_plantingw3,"Crop level data on source, quantity and cost of seeds used on the plot - collected through Post Planting Agriculture Questionnaire, Section 11E (Seed Acquisition)",s11eq25,SOURCE OF CREDIT FOR [SEED] PURCHASED FROM [1ST SOURCE] (NETWORK CODE),discrete,character,9,,,,,3,N1=; N2=; N3=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
478,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect11e_plantingw3,s11eq37,coping_borrowed,SOURCE OF CREDIT FOR [SEED] PURCHASED FROM [2ND SOURCE] (NETWORK CODE),high,ddi_variable_and_file_match,1,F23,sect11e_plantingw3,"Crop level data on source, quantity and cost of seeds used on the plot - collected through Post Planting Agriculture Questionnaire, Section 11E (Seed Acquisition)",s11eq37,SOURCE OF CREDIT FOR [SEED] PURCHASED FROM [2ND SOURCE] (NETWORK CODE),discrete,character,,,,,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
479,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect12_harvestw3,s12q1f,coping_borrowed,NBR OF DAYS YOU HAD TO:BORROW FOOD OR RELAY ON HELP FROM A FRIEND(DAYS),high,ddi_variable_and_file_match,1,F60,sect12_harvestw3,"Household level data on quantity of food, preferred foods and variety of foods available to household members based on economic reasons - collected through Post Harvest Household Questionnaire, Section 12 (Food Security)",s12q1f,NBR OF DAYS YOU HAD TO:BORROW FOOD OR RELAY ON HELP FROM A FRIEND(DAYS),contin,numeric,4582,,,7,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
480,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect15a_harvestw3,s15aq1,shock_module_variable,HAS YOU HH BEEN AFFECTED BY [SHOCK] IN THE PAST 5YRS?,high,ddi_variable_and_file_match,1,F63,sect15a_harvestw3,"Data on economic shocks affecting the household since 2014 - collected through Post Harvest Household Questionnaire, Section 15A (Economic Shocks)",s15aq1,HAS YOU HH BEEN AFFECTED BY [SHOCK] IN THE PAST 5YRS?,discrete,numeric,91640,9164,,,,3,1=1. YES; 2=2. NO; Sysmiss=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
481,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect15a_harvestw3,s15aq5a,shock_module_variable,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (1ST),high,ddi_variable_and_file_match,1,F63,sect15a_harvestw3,"Data on economic shocks affecting the household since 2014 - collected through Post Harvest Household Questionnaire, Section 15A (Economic Shocks)",s15aq5a,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (1ST),discrete,numeric,2323,98481,,,,23,1=1. SALE OF LIVESTOCK; 2=2. SALE OF LAND; 3=3. SALE OF OTHER PROPERTY; 4=4. SENT CHILDREN TO LIVE WITH FRIENDS; 5=5. WITHDREW CHILDREN FROM SCHOOL; ... +18 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
482,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect15a_harvestw3,s15aq5a_os,shock_module_variable,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (1ST)(OTHER SPECIFY),high,ddi_variable_and_file_match,1,F63,sect15a_harvestw3,"Data on economic shocks affecting the household since 2014 - collected through Post Harvest Household Questionnaire, Section 15A (Economic Shocks)",s15aq5a_os,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (1ST)(OTHER SPECIFY),discrete,character,17,,,,,15,ADJUST SOME EXPEBDITURE=; CLOSURE OF NON FARM BUSINESS=; COULD NOT WORK=; DEATH=; DIVERTED FUNDS=; ... +10 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
483,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect15a_harvestw3,s15aq5b,shock_module_variable,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (2ND),high,ddi_variable_and_file_match,1,F63,sect15a_harvestw3,"Data on economic shocks affecting the household since 2014 - collected through Post Harvest Household Questionnaire, Section 15A (Economic Shocks)",s15aq5b,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (2ND),discrete,numeric,1008,99796,,,,23,1=1. SALE OF LIVESTOCK; 2=2. SALE OF LAND; 3=3. SALE OF OTHER PROPERTY; 4=4. SENT CHILDREN TO LIVE WITH FRIENDS; 5=5. WITHDREW CHILDREN FROM SCHOOL; ... +18 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
484,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect15a_harvestw3,s15aq5b_os,shock_module_variable,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (2ND)(OTHER SPECIFY),high,ddi_variable_and_file_match,1,F63,sect15a_harvestw3,"Data on economic shocks affecting the household since 2014 - collected through Post Harvest Household Questionnaire, Section 15A (Economic Shocks)",s15aq5b_os,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (2ND)(OTHER SPECIFY),discrete,character,2,,,,,2,MANAGE FROM THE LITTLE HE GOT=; engage in agriculture=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
485,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect15a_harvestw3,s15aq5c,shock_module_variable,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (3RD),high,ddi_variable_and_file_match,1,F63,sect15a_harvestw3,"Data on economic shocks affecting the household since 2014 - collected through Post Harvest Household Questionnaire, Section 15A (Economic Shocks)",s15aq5c,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (3RD),discrete,numeric,442,100362,,,,23,1=1. SALE OF LIVESTOCK; 2=2. SALE OF LAND; 3=3. SALE OF OTHER PROPERTY; 4=4. SENT CHILDREN TO LIVE WITH FRIENDS; 5=5. WITHDREW CHILDREN FROM SCHOOL; ... +18 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
486,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,sect15a_harvestw3,s15aq5c_os,shock_module_variable,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (3RD)(OTHER SPECIFY),high,ddi_variable_and_file_match,1,F63,sect15a_harvestw3,"Data on economic shocks affecting the household since 2014 - collected through Post Harvest Household Questionnaire, Section 15A (Economic Shocks)",s15aq5c_os,MOST IMPORTANT CONSEQUENCE OF THE [SHOCK]? (3RD)(OTHER SPECIFY),discrete,character,1,,,,,1,not able yet to secure land...=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
