acquisition_batch_rank,batch_role,country,survey_name,wave,idno,concept,required_for,is_financial_core,is_double_failure_core,is_design_core,metadata_support_status,high_confidence_rows,moderate_confidence_rows,candidate_files,candidate_variables,minimum_raw_evidence_needed,verification_action,raw_file_status,raw_variable_status,current_concept_gate,fill_raw_file_used,fill_raw_variable_used,fill_value_label_pass,fill_unit_or_recall_pass,fill_merge_key_pass,fill_sample_level_pass,fill_missing_code_pass,fill_promote_to_harmonization_recipe,review_notes
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,shocks_or_livelihood,mechanisms_and_heterogeneity,0,0,0,metadata_supported_raw_unverified,39,229,HH.Geovariables_Y1;SEC_3A_English_Labels;SEC_3B_English_Labels;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels;SEC_O3_English_Labels;SEC_P2_English_Labels;SEC_R_English_Labels;SECTCEFG;SECTCH;SEC_2A_English_Labels,crops01;crops02;crops04;crops05;crops07;crops08;s3aq55;s3aq56_1;s3aq56_2;s3aq56_3;s3aq56_4;s3aq60_1;s3aq60_2;s3bq55;s3bq56_1;s3bq56_2,"shock, agriculture/livelihood, coping, or food-insecurity variable","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,strata,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,3,0,SEC_A_T_English_Labels;TZY1.HH.Consumption;nps_weights_oct2010,strataid;strata,strata identifier if survey design requires it,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,survey_timing,main_financial_sample,1,0,1,metadata_supported_raw_unverified,3,0,SECTA1A2_English_Labels;TZY1.HH.Consumption,ca07m;ca07y;intmonth,interview date/month or documented fieldwork month for climate lags,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,survey_weight,main_financial_sample,1,0,1,metadata_supported_raw_unverified,6,0,SECTCJ_S;SEC_A_T_English_Labels;SEC_B_C_D_E1_F_G1_U_English_Labels;nps_weights_oct2010,cj06wght;hh_weight;hh_weight_trimmed;suq4,household or person survey weight appropriate to the outcome unit,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,total_consumption_or_income,main_financial_sample,1,0,0,metadata_supported_raw_unverified,4,0,SEC_3A_English_Labels;SEC_3B_English_Labels;TZY1.HH.Consumption,s3aq4;s3bq4;expm;expmR,survey-team aggregate preferred; otherwise documented reconstruction components,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,care_or_barrier,double_failure_sample,0,1,0,metadata_supported_raw_unverified,6,0,HH_SEC_D,hh_d04_1;hh_d04_2;hh_d48;hh_d49_1;hh_d49_2;hh_d49_3,care-seeking or reason/barrier for not seeking care,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,1,0,1,metadata_supported_raw_unverified,26,20,AG_SEC2A;AG_SEC2B;COMSEC_CA;COMSEC_CB;COMSEC_CD;COMSEC_CE;COMSEC_CF;COMSEC_CG;COMSEC_CH;COMSEC_CI,ag2a_09;ag2a_10;ag2b_20;ag2b_21;id_01;cm_d04b;cm_d05bm;cm_d05by;cm_d06b;cm_d07b;lat_modified;lon_modified;district;region;ward;id_02,"admin geography, cluster, or GPS quality sufficient for climate linkage","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,43,1,AG_SEC01;COMSEC_CE;COMSEC_CI;HH_SEC_B;HH_SEC_C;HH_SEC_D;HH_SEC_G;HH_SEC_I1;HH_SEC_K3;HH_SEC_R,ag1a_02;ag1a_03;cm_e11;cm_i02;cm_i11;hh_b02;hh_b05;hh_b13;hh_b16;hh_c04;hh_c07;hh_c17;hh_c28_1;hh_c28_2;hh_c28_3;hh_c28_4,age/sex/education/household structure/assets for adjustment and heterogeneity,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,0,1,0,metadata_supported_raw_unverified,8,0,HH_SEC_D;HH_SEC_S,hh_d12_1;hh_d12_2;hh_s09;hh_s10;hh_s11_1;hh_s11_2;hh_s12_1;hh_s12_2,"illness, injury, symptom, or other health-need denominator","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,household_id,harmonization,0,0,1,metadata_supported_raw_unverified,11,0,AG_SEC10B;AG_SEC7A;AG_SEC7B;FS_J1;FS_J3;HH_SEC_B;HH_SEC_H1;TZY1.HH.Consumption;TZY2.HH.Consumption,y2_hhid;hhid;hhid_2008,household identifier available for module merges,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,insurance,covariates_and_subgroups,0,0,0,missing_from_metadata,0,0,,,"insurance or coverage variable, if available","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",no_candidate_file_metadata,no_candidate_variable_metadata,blocked_missing_metadata_candidate,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,oop_health_expenditure,main_financial_sample,1,0,0,metadata_supported_raw_unverified,2,0,HH_SEC_D,hh_d13;hh_d15,out-of-pocket health spending amount with unit and recall period,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,psu_cluster,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,22,0,COMSEC_CA;COMSEC_CB;COMSEC_CD;COMSEC_CE;COMSEC_CF;COMSEC_CG;COMSEC_CH;COMSEC_CI;COMSEC_CJ;FS_D3,id_04;cm_i15d;fs_d10a;fs_d10b;fs_d10c;fs_d10d;ea_id;clusterid;ea;hh_k01_2;cluster,"PSU, cluster, or enumeration area identifier for variance/clustering","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,shocks_or_livelihood,mechanisms_and_heterogeneity,0,0,0,metadata_supported_raw_unverified,42,310,AG_SEC11;AG_SEC3A;AG_SEC3B;HH.Geovariables_Y2;HH_SEC_FILTERS;HH_SEC_I1;HH_SEC_O2;HH_SEC_P;HH_SEC_R;AG_FILTERS,ag11_06;ag11_07;ag11_08;ag11_09;ag3a_65_1;ag3a_65_2;ag3a_65_3;ag3a_65_4;ag3a_69_1;ag3a_69_2;ag3b_65_1;ag3b_65_2;ag3b_65_3;ag3b_65_4;ag3b_69_1;ag3b_69_2,"shock, agriculture/livelihood, coping, or food-insecurity variable","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,strata,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,3,0,HH_SEC_A;TZY1.HH.Consumption;TZY2.HH.Consumption,strataid;strata,strata identifier if survey design requires it,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,main_financial_sample,1,0,1,metadata_supported_raw_unverified,4,0,TZY1.HH.Consumption;TZY2.HH.Consumption,intmonth;quarter,interview date/month or documented fieldwork month for climate lags,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,survey_weight,main_financial_sample,1,0,1,metadata_supported_raw_unverified,4,0,COMSEC_CJ;HH_SEC_A;HH_SEC_U,cm_j01b;cm_j02b;y2_weight;hh_u03,household or person survey weight appropriate to the outcome unit,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,total_consumption_or_income,main_financial_sample,1,0,0,metadata_supported_raw_unverified,6,0,AG_SEC3A;AG_SEC3B;TZY1.HH.Consumption;TZY2.HH.Consumption,ag3a_04;ag3b_04;expm;expmR,survey-team aggregate preferred; otherwise documented reconstruction components,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,care_or_barrier,double_failure_sample,0,1,0,metadata_supported_raw_unverified,9,2,HH_SEC_D;LF_SEC_03,hh_d04_1;hh_d04_2;hh_d33;hh_d34_1;hh_d34_2;hh_d34_3;lf03_07;lf03_11;lf03_13;lf03_12;lf03_14,care-seeking or reason/barrier for not seeking care,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,main_financial_sample,1,0,1,metadata_supported_raw_unverified,55,28,AG_SEC_2A;AG_SEC_2B;AG_SEC_A;COM_SEC_A1A2;COM_SEC_CB;COM_SEC_CD;COM_SEC_CE;COM_SEC_CF_ID;COM_SEC_CG;ConsumptionNPS3,ag2a_06_1;ag2a_06_2;ag2a_06_3;ag2a_06_4;ag2a_09;ag2b_17_1;ag2b_17_2;ag2b_17_3;ag2b_17_4;ag2b_20;ag_a01_1;ag_a01_2;ag_a02_1;cm_lat_g;cm_lat_m;cm_lat_s,"admin geography, cluster, or GPS quality sufficient for climate linkage","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,demographics,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,48,1,AG_SEC_01;AG_SEC_A;COM_SEC_CE;ConsumptionNPS3;HH_SEC_A;HH_SEC_B;HH_SEC_C;HH_SEC_D;HH_SEC_G;HH_SEC_H,ag01_02;ag01_03;ag_a07;ag_a08;cm_e13;educa;educaR;hhsize;hh_a07;hh_a08;hh_b02;hh_b05;hh_b13;hh_b16;hh_c04;hh_c07,age/sex/education/household structure/assets for adjustment and heterogeneity,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,health_need,double_failure_sample,0,1,0,metadata_supported_raw_unverified,11,0,HH_SEC_D;HH_SEC_S;LF_SEC_02,hh_d12_1;hh_d12_2;hh_s09;hh_s10;hh_s11_1;hh_s11_2;hh_s12_1;hh_s12_2;lf02_21;lf02_22;lf02_23,"illness, injury, symptom, or other health-need denominator","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,household_id,harmonization,0,0,1,metadata_supported_raw_unverified,74,0,AG_NETWORK;AG_SEC_01;AG_SEC_08;AG_SEC_10;AG_SEC_11;AG_SEC_12A;AG_SEC_12B;AG_SEC_2A;AG_SEC_2B;AG_SEC_3A,y3_hhid;ag_a09;hh_a09;y2_hhid;lf_a09,household identifier available for module merges,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,insurance,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,2,0,HH_SEC_E,hh_e35;hh_e53,"insurance or coverage variable, if available","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,oop_health_expenditure,main_financial_sample,1,0,0,metadata_supported_raw_unverified,2,0,HH_SEC_D,hh_d13;hh_d15,out-of-pocket health spending amount with unit and recall period,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,psu_cluster,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,27,0,AG_SEC_A;COM_SEC_A1A2;COM_SEC_CB;COM_SEC_CC;COM_SEC_CD;COM_SEC_CE;COM_SEC_CF;COM_SEC_CF_ID;COM_SEC_CG;HH_SEC_A,ag_a04_1;ag_a04_2;id_04;y3_cluster;cm_f04;hh_a04_1;hh_a04_2;lf06_09;lf10_07_1;lf10_07_2;lf_a04_1;lf_a04_2,"PSU, cluster, or enumeration area identifier for variance/clustering","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,shocks_or_livelihood,mechanisms_and_heterogeneity,0,0,0,metadata_supported_raw_unverified,47,409,AG_SEC_11;AG_SEC_3A;AG_SEC_3B;FILTERS;HH_SEC_H;HH_SEC_O2;HH_SEC_P;HH_SEC_R;HouseholdGeovars_Y3;AG_SEC_10,ag11_06;ag11_07;ag11_08;ag11_09;ag3a_67_1;ag3a_67_2;ag3a_67_3;ag3a_67_4;ag3a_71_1;ag3a_71_2;ag3b_67_1;ag3b_67_2;ag3b_67_3;ag3b_67_4;ag3b_71_1;ag3b_71_2,"shock, agriculture/livelihood, coping, or food-insecurity variable","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,strata,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,4,0,HH_SEC_A;LF_SEC_04,strataid;lf04_12;lf04_13_1;lf04_13_2,strata identifier if survey design requires it,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,main_financial_sample,1,0,1,metadata_supported_raw_unverified,10,0,AG_SEC_A;COM_SEC_A1A2;HH_SEC_A;LF_SEC_A,ag_a13;cm_a07;cm_a07_1;cm_a07_2;cm_a07_3;hh_a18;hh_a18_1;hh_a18_2;hh_a18_3;lf_a13,interview date/month or documented fieldwork month for climate lags,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,survey_weight,main_financial_sample,1,0,1,metadata_supported_raw_unverified,6,0,COM_SEC_CF;COM_SEC_CG;HH_SEC_V;LF_SEC_02,cm_f06wght;cm_f06wght2;cm_g_weight;cm_g_weight2;hh_v03;lf02_31,household or person survey weight appropriate to the outcome unit,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,total_consumption_or_income,main_financial_sample,1,0,0,metadata_supported_raw_unverified,4,0,AG_SEC_3A;AG_SEC_3B;ConsumptionNPS3,ag3a_04;ag3b_04;expm;expmR,survey-team aggregate preferred; otherwise documented reconstruction components,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,care_or_barrier,double_failure_sample,0,1,0,metadata_supported_raw_unverified,39,3,int_access_educ18plus;int_access_fin;int_access_health;int_access_health_hh;int_access_school;int_asset_index;int_ben_characteristics;int_cohesion;int_cohesion_dec1;int_cohesion_dec2,eligilitystatus;hh3_q8;dist_fac_govt_healthunit;dist_fac_govt_hospital;dist_fac_private_clinic;treatment;elifu1;reason_noconsultation_1;reason_noconsultation_13;reason_noconsultation_2,care-seeking or reason/barrier for not seeking care,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,climate_geography,main_financial_sample,1,0,1,metadata_supported_raw_unverified,100,11,SAGE_HHWEIGHTSV2;int_access_educ18plus;int_access_fin;int_access_health;int_access_health_hh;int_access_school;int_asset_index;int_ben_characteristics;int_cohesion;int_cohesion_dec1,county;district;subcounty;region;regurb;com4_q8;gpse;gpsn;Hh15_q223;Hh15_q26tab4;Hh15_q283;Hh15_q41d3;Hh15_q726;Hh15_q752;Hh15_q79atab3;Hh15_q804,"admin geography, cluster, or GPS quality sufficient for climate linkage","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,demographics,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,208,4,int_access_educ18plus;int_access_fin;int_access_health;int_access_school;int_ben_characteristics;int_cohesion;int_cohesion_dec1;int_cohesion_dec2;int_cohesion_dec3;int_cohesion_empow,attended_school;attended_school_female;attended_school_male;educ0;educ1;educ2;educ3;educ4;educ5;educ6;educ7;female;female_adult;hh1_q11;hh1_q14;hh1_q2,age/sex/education/household structure/assets for adjustment and heterogeneity,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,health_need,double_failure_sample,0,1,0,metadata_supported_raw_unverified,18,0,int_access_educ18plus;int_access_health;int_access_school;int_demographics_mem;int_welfare_hh;int_welfare_memdata,hh3_q1;hh3_q4;reason_left_13;illness;reason_noconsultation_1;reason_noconsultation_2;reason_7;reason_missing_7;shock2_3;shock_3,"illness, injury, symptom, or other health-need denominator","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,household_id,harmonization,0,0,1,metadata_supported_raw_unverified,29,0,SAGE_HHWEIGHTSV2;int_access_educ18plus;int_access_fin;int_access_health;int_access_health_hh;int_access_school;int_asset_index;int_ben_characteristics;int_cohesion;int_cohesion_dec1,hhid,household identifier available for module merges,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,insurance,covariates_and_subgroups,0,0,0,missing_from_metadata,0,0,,,"insurance or coverage variable, if available","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",no_candidate_file_metadata,no_candidate_variable_metadata,blocked_missing_metadata_candidate,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,oop_health_expenditure,main_financial_sample,1,0,0,metadata_supported_raw_unverified,16,1,int_access_educ18plus;int_access_fin;int_access_school;int_consexp;int_demographics_mem;int_operational;int_welfare_hh;int_welfare_memdata;int_access_health,hh3_q8;credit_item_10;reason_loan_9;Xheal;Xheal_pc;rXheal;rXheal_pc;shr_xheal;Hh15_q8112;Hh15_q8113;health_last;shock2_15;shock_15,out-of-pocket health spending amount with unit and recall period,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,psu_cluster,survey_design_robustness,0,0,1,missing_from_metadata,0,0,,,"PSU, cluster, or enumeration area identifier for variance/clustering","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",no_candidate_file_metadata,no_candidate_variable_metadata,blocked_missing_metadata_candidate,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,shocks_or_livelihood,mechanisms_and_heterogeneity,0,0,0,metadata_supported_raw_unverified,73,52,int_access_fin;int_cohesion;int_migration;int_operational;int_welfare_hh;int_welfare_hhassets_productive;sage_foodsecintermed;sage_labourintermed;int_access_educ18plus;int_access_school,borrowing;borrowing_value;credit;credit_outstanding_value;credit_value;hh11_q11;hh11_q12a;hh11_q12b;hh11_q12c;hh11_q13;hh11_q14;hh11_q17;hh11_q18a;hh11_q18b;hh11_q18c;hh11_q6,"shock, agriculture/livelihood, coping, or food-insecurity variable","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,strata,survey_design_robustness,0,0,1,missing_from_metadata,0,0,,,strata identifier if survey design requires it,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",no_candidate_file_metadata,no_candidate_variable_metadata,blocked_missing_metadata_candidate,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,survey_timing,main_financial_sample,1,0,1,metadata_supported_raw_unverified,18,0,int_access_fin;int_cohesion;int_facilities1;int_markets1;int_welfare_hh;sage_labourintermed,doi;intdate;moi;yoi;date1,interview date/month or documented fieldwork month for climate lags,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,survey_weight,main_financial_sample,1,0,1,metadata_supported_raw_unverified,29,0,SAGE_HHWEIGHTSV2;int_access_educ18plus;int_access_fin;int_access_health;int_access_health_hh;int_access_school;int_asset_index;int_ben_characteristics;int_cohesion;int_cohesion_dec1,weightfinal2;hmult;weight,household or person survey weight appropriate to the outcome unit,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,total_consumption_or_income,main_financial_sample,1,0,0,metadata_supported_raw_unverified,0,3,int_consexp,cpexp30_pae;nrexp30;nrrexp30_pae,survey-team aggregate preferred; otherwise documented reconstruction components,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
