acquisition_batch_rank,batch_role,country,wave,idno,promoted_dataset_layer,output_column,output_role,required_for_final_dataset,source_concepts,expected_level,derivation_type,candidate_variable_rows,high_confidence_candidate_rows,candidate_files,candidate_raw_variables,manual_verified_variable_rows,concept_manual_statuses,raw_receipt_status,climate_linkage_gate_status,registry_analysis_ready_status,current_synthesis_status,blocking_reason,post_raw_synthesis_action
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,climate_linked,era5_heat_anomaly,climate_exposure,yes,survey_timing;climate_geography,household_or_cluster,derived_from_era5,5,5,NGA_HouseholdGeovariables_Y1; sect11a1_plantingw1; secta1_harvestw1; sectc_plantingw1,lat_dd_mod; lon_dd_mod; s11aq4d; sa1q9d; interview_date,0,survey_timing:blocked_source_gate_not_ready; climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,climate_linked,climate_shock_indicator,climate_exposure,yes,survey_timing;climate_geography,household_or_cluster,derived_from_chirps_or_era5,5,5,NGA_HouseholdGeovariables_Y1; sect11a1_plantingw1; secta1_harvestw1; sectc_plantingw1,lat_dd_mod; lon_dd_mod; s11aq4d; sa1q9d; interview_date,0,survey_timing:blocked_source_gate_not_ready; climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,covariates,age,demographic_covariate,recommended,demographics,person_or_household,raw_variable,6,6,sect15b_harvestw1; sect1_harvestw1;sect1_plantingw1; sect1_harvestw1,s15bq4; s1q16; s1q17; s1q18a; s1q18b; s1q18c,0,demographics:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,covariates,sex,demographic_covariate,recommended,demographics,person_or_household,raw_variable,6,6,sect12_harvestw1; sect15b_harvestw1; sect1_harvestw1; sect1_harvestw1;sect1_plantingw1,s12q4a; s12q4b; s15bq3; s1q14; s1q15; s1q2,0,demographics:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,covariates,education,socioeconomic_covariate,optional,demographics,person_or_household,raw_variable,5,5,cons_agg_wave1_visit1;cons_agg_wave1_visit2; sect12_harvestw1; sect1_harvestw1;sect1_plantingw1; sect1_harvestw1,edtexp; nfdinsur; s12q1d; s1q16; s1q26,0,demographics:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,covariates,insurance,coverage_covariate,optional,insurance,person_or_household,raw_variable,2,2,sect3_plantingw1; sect3a_harvestw1,s3q36; s3aq35,0,insurance:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,mechanisms,shock_module_variable,mechanism_covariate,optional,shocks_or_livelihood,household,raw_variable,9,9,NGA_HouseholdGeovariables_Y1; sect15a_harvestw1,anntot_avg; h2010_tot; h2010_wetQ; wetQ_avg; s15aq1; s15aq1b; s15aq5a; s15aq5b; s15aq5c,0,shocks_or_livelihood:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,mechanisms,agriculture_livelihood,mechanism_covariate,optional,shocks_or_livelihood,household,raw_variable,3,3,sect11h_plantingw1,s11hq18a; s11hq18b; s11hq18c,0,shocks_or_livelihood:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_core,country,metadata,yes,metadata,dataset,metadata_constant,0,0,,,0,metadata_constant,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,metadata_ready_not_sufficient_for_promotion,metadata constants exist but source raw dataset is not promoted,Carry metadata constants only after the country-wave is promoted.
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_core,wave,metadata,yes,metadata,dataset,metadata_constant,0,0,,,0,metadata_constant,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,metadata_ready_not_sufficient_for_promotion,metadata constants exist but source raw dataset is not promoted,Carry metadata constants only after the country-wave is promoted.
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_core,idno,metadata,yes,metadata,dataset,metadata_constant,0,0,,,0,metadata_constant,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,metadata_ready_not_sufficient_for_promotion,metadata constants exist but source raw dataset is not promoted,Carry metadata constants only after the country-wave is promoted.
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_core,household_id,base_key,yes,household_id,household,raw_variable,1,1,Agriculture SEC_1_ALL_Swahili_Labels;HH.Geovariables_Y1;SEC_2A_English_Labels;SEC_2A_Swahili_Labels;SEC_2B_English_Labels;SEC_2B_Swahili_Labels;SEC_3A_English_Labels;SEC_3A_Swahili_Labels;SEC_3B_English_Labels;SEC_3B_Swahili_Labels;SEC_4A_English_Labels;SEC_4A_Swahili_Labels;SEC_A_T_English_Labels;SEC_A_T_Swahili_Labels;SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels;SEC_E2_English_Labels;SEC_E2_Swahili_Labels;SEC_G2_English_Labels;SEC_G2_Swahili_Labels,hhid,0,household_id:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_design,survey_weight,weight,yes,survey_weight,household_or_person,raw_variable,4,4,SECTCJ_S; SEC_A_T_English_Labels;nps_weights_oct2010; SEC_B_C_D_E1_F_G1_U_English_Labels,cj06wght; hh_weight; hh_weight_trimmed; suq4,0,survey_weight:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_design,psu_cluster,design_key,yes,psu_cluster,cluster,raw_variable,6,6,HH.Geovariables_Y1;SECTA1A2_English_Labels;SECTA1A2_Swahili_Labels;SECTCB;SECTCB_Swahili_Labels;SECTCC;SECTCD;SECTCEFG;SECTCH;SECTCI;SECTCJ_S; HH.Geovariables_Y1; SECTA1A2_English_Labels;SECTA1A2_Swahili_Labels;SECTCB;SECTCB_Swahili_Labels;SECTCC;SECTCD;SECTCEFG;SECTCH;SECTCI;SECTCJ_S;SEC_A_T_English_Labels;SEC_A_T_Swahili_Labels;nps_weights_oct2010; SECTCJ_S; TZY1.HH.Consumption,ea_id; lat_modified; lon_modified; ea; cj02; cluster,0,psu_cluster:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_design,strata,design_key,recommended,strata,strata,raw_variable,2,2,SEC_A_T_English_Labels;nps_weights_oct2010; TZY1.HH.Consumption,strataid; strata,0,strata:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,timing,survey_year,time_key,yes,survey_timing,household,raw_variable,0,0,,,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,timing,survey_month,time_key,yes,survey_timing,household,raw_variable,0,0,,,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,timing,interview_date,time_key,recommended,survey_timing,household,raw_variable,0,0,,,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,admin1,geo_key,recommended,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,admin2,geo_key,recommended,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,cluster_id,geo_key,yes,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,latitude,geo_key,recommended,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,longitude,geo_key,recommended,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,geolocation_quality,geo_qc,yes,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,rural,geo_covariate,recommended,climate_geography,household_or_cluster,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,financial_inputs,total_consumption,financial_denominator,yes,total_consumption_or_income,household,raw_variable,0,0,,,0,total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,financial_inputs,total_income,financial_denominator,recommended,total_consumption_or_income,household,raw_variable,0,0,,,0,total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,financial_inputs,food_consumption,financial_denominator_component,recommended,total_consumption_or_income,household,raw_variable,0,0,,,0,total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,financial_inputs,nonfood_consumption,financial_denominator_component,recommended,total_consumption_or_income,household,raw_variable,0,0,,,0,total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,financial_inputs,oop_health_expenditure,financial_numerator,yes,oop_health_expenditure,household_or_person,raw_variable,16,15,SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels; SEC_B_C_D_E1_F_G1_U_English_Labels,scq14_fee; scq14_food; sdq11; sdq9; seq17; seq18_1; seq18_2; seq20; seq38; seq39; seq40; scq11; scq14_bks; scq14_contr; scq14_tot; scq14_trans,0,oop_health_expenditure:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,financial_outcomes,che10,derived_outcome,yes,oop_health_expenditure;total_consumption_or_income,household,derived_from_verified_inputs,20,19,SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels; SEC_B_C_D_E1_F_G1_U_English_Labels; SEC_3A_English_Labels; SEC_3B_English_Labels; TZY1.HH.Consumption,scq14_fee; scq14_food; sdq11; sdq9; seq17; seq18_1; seq18_2; seq20; seq38; seq39; seq40; scq11; scq14_bks; scq14_contr; scq14_tot; scq14_trans; s3aq4; s3bq4; expm; expmR,0,oop_health_expenditure:blocked_source_gate_not_ready; total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,financial_outcomes,che25,derived_outcome,yes,oop_health_expenditure;total_consumption_or_income,household,derived_from_verified_inputs,20,19,SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels; SEC_B_C_D_E1_F_G1_U_English_Labels; SEC_3A_English_Labels; SEC_3B_English_Labels; TZY1.HH.Consumption,scq14_fee; scq14_food; sdq11; sdq9; seq17; seq18_1; seq18_2; seq20; seq38; seq39; seq40; scq11; scq14_bks; scq14_contr; scq14_tot; scq14_trans; s3aq4; s3bq4; expm; expmR,0,oop_health_expenditure:blocked_source_gate_not_ready; total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,financial_outcomes,sdg382_indicator,derived_outcome,yes,oop_health_expenditure;total_consumption_or_income,household,derived_from_verified_inputs,20,19,SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels; SEC_B_C_D_E1_F_G1_U_English_Labels; SEC_3A_English_Labels; SEC_3B_English_Labels; TZY1.HH.Consumption,scq14_fee; scq14_food; sdq11; sdq9; seq17; seq18_1; seq18_2; seq20; seq38; seq39; seq40; scq11; scq14_bks; scq14_contr; scq14_tot; scq14_trans; s3aq4; s3bq4; expm; expmR,0,oop_health_expenditure:blocked_source_gate_not_ready; total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,access_inputs,illness_or_injury_need,need_denominator,yes,health_need,person_or_household,raw_variable,9,9,SEC_B_C_D_E1_F_G1_U_English_Labels; SEC_S2_English_Labels,sdq39; sdq40; sdq5; sdq6; ssq10_1; ssq10_2; ssq11_1; ssq11_2; ssq8,0,health_need:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,access_inputs,care_sought,care_access,yes,care_or_barrier,person_or_household,raw_variable,10,10,SEC_B_C_D_E1_F_G1_U_English_Labels,sdq3_1; sdq3_2; sdq42; sdq43_1; sdq43_2; sdq43_3; sdq54; sdq55_1; sdq55_2; sdq55_3,0,care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,access_inputs,care_not_sought,care_access,recommended,care_or_barrier,person_or_household,raw_variable,0,0,,,0,care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,access_inputs,care_not_sought_reason,care_barrier,recommended,care_or_barrier,person_or_household,raw_variable,0,0,,,0,care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,access_inputs,health_facility_distance,care_barrier,recommended,care_or_barrier,person_or_household,raw_variable,0,0,,,0,care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,access_outcomes,forgone_care_access_failure,derived_outcome,yes,health_need;care_or_barrier,person_or_household,derived_from_verified_inputs,20,20,SEC_B_C_D_E1_F_G1_U_English_Labels; SEC_S2_English_Labels,scq14_trans; sdq3_1; sdq3_2; sdq42; sdq43_1; sdq43_2; sdq43_3; sdq54; sdq55_1; sdq55_2; sdq55_3; sdq39; sdq40; sdq5; sdq6; ssq10_1; ssq10_2; ssq11_1; ssq11_2; ssq8,0,health_need:blocked_source_gate_not_ready; care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,access_outcomes,double_failure_indicator,derived_outcome,yes,oop_health_expenditure;total_consumption_or_income;health_need;care_or_barrier,household,derived_from_verified_inputs,40,39,SEC_B_C_D_E1_F_G1_U_English_Labels; SEC_S2_English_Labels; SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels; SEC_3A_English_Labels; SEC_3B_English_Labels; TZY1.HH.Consumption,scq14_trans; sdq3_1; sdq3_2; sdq42; sdq43_1; sdq43_2; sdq43_3; sdq54; sdq55_1; sdq55_2; sdq55_3; sdq39; sdq40; sdq5; sdq6; ssq10_1; ssq10_2; ssq11_1; ssq11_2; ssq8,0,oop_health_expenditure:blocked_source_gate_not_ready; total_consumption_or_income:blocked_source_gate_not_ready; health_need:blocked_source_gate_not_ready; care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_linked,climate_source,climate_metadata,yes,survey_timing;climate_geography,household_or_cluster,derived_from_verified_linkage,19,9,HH.Geovariables_Y1; SECTA1A2_English_Labels;SECTA1A2_Swahili_Labels;SECTCB;SECTCB_Swahili_Labels;SECTCC;SECTCD;SECTCEFG;SECTCH;SECTCI;SECTCJ_S;SEC_A_T_English_Labels;SEC_A_T_Swahili_Labels;nps_weights_oct2010; SECTA1A2_English_Labels;SECTA1A2_Swahili_Labels;SECTCB;SECTCB_Swahili_Labels;SECTCC;SECTCD;SECTCEFG;SECTCH;SECTCI;SECTCJ_S;SEC_A_T_English_Labels;SEC_A_T_Swahili_Labels;TZY1.HH.Consumption;nps_weights_oct2010; SEC_2A_English_Labels;SEC_2B_English_Labels; SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels; SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels; SECTA1A2_English_Labels; TZY1.HH.Consumption,lat_modified; lon_modified; district; region; ward; area; crops11; crops12; crops14; crops15; crops17; crops18; dist05; sbq25district; sbq27district; shq11e; ca07m; ca07y; intmonth,0,survey_timing:blocked_source_gate_not_ready; climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_linked,climate_window_start,climate_window,yes,survey_timing,household_or_cluster,derived_from_verified_timing,3,3,SECTA1A2_English_Labels; TZY1.HH.Consumption,ca07m; ca07y; intmonth,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_linked,climate_window_end,climate_window,yes,survey_timing,household_or_cluster,derived_from_verified_timing,3,3,SECTA1A2_English_Labels; TZY1.HH.Consumption,ca07m; ca07y; intmonth,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_linked,chirps_precip_anomaly,climate_exposure,yes,survey_timing;climate_geography,household_or_cluster,derived_from_chirps,19,9,HH.Geovariables_Y1; SECTA1A2_English_Labels;SECTA1A2_Swahili_Labels;SECTCB;SECTCB_Swahili_Labels;SECTCC;SECTCD;SECTCEFG;SECTCH;SECTCI;SECTCJ_S;SEC_A_T_English_Labels;SEC_A_T_Swahili_Labels;nps_weights_oct2010; SECTA1A2_English_Labels;SECTA1A2_Swahili_Labels;SECTCB;SECTCB_Swahili_Labels;SECTCC;SECTCD;SECTCEFG;SECTCH;SECTCI;SECTCJ_S;SEC_A_T_English_Labels;SEC_A_T_Swahili_Labels;TZY1.HH.Consumption;nps_weights_oct2010; SEC_2A_English_Labels;SEC_2B_English_Labels; SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels; SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels; SECTA1A2_English_Labels; TZY1.HH.Consumption,lat_modified; lon_modified; district; region; ward; area; crops11; crops12; crops14; crops15; crops17; crops18; dist05; sbq25district; sbq27district; shq11e; ca07m; ca07y; intmonth,0,survey_timing:blocked_source_gate_not_ready; climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
